val_original/ILSVRC2012_val_00015059.JPEG 116,444,307,13
train/n01843065/n01843065_3474.JPEG 55,31,444,425,31
train/n02488291/n02488291_143.JPEG 186,155,425,498,88
train/n02488291/n02488291_3497.JPEG 98,98,137,164,88
train/n02437616/n02437616_3124.JPEG 47,65,373,483,79
train/n02437616/n02437616_6743.JPEG 15,16,182,240,79
train/n02437616/n02437616_13407.JPEG 42,57,434,373,79
train/n01537544/n01537544_8352.JPEG 150,131,277,281,3
train/n01537544/n01537544_9780.JPEG 55,66,364,312,3
train/n01728920/n01728920_9536.JPEG 64,36,408,287,21
train/n02483362/n02483362_7224.JPEG 170,78,328,332,87
train/n02483362/n02483362_1705.JPEG 1,1,499,332,87
train/n01797886/n01797886_19745.JPEG 73,125,360,253,26
train/n01797886/n01797886_12843.JPEG 219,146,432,366,26
train/n01694178/n01694178_3231.JPEG 22,20,599,275,16
train/n01694178/n01694178_1110.JPEG 53,127,334,355,16
train/n01694178/n01694178_5472.JPEG 107,158,404,445,16
train/n01694178/n01694178_5526.JPEG 131,91,251,447,16
train/n02130308/n02130308_500.JPEG 30,5,178,150,65
train/n02130308/n02130308_18787.JPEG 2,36,499,374,65
train/n02443484/n02443484_4933.JPEG 124,20,499,374,82
train/n02443484/n02443484_5364.JPEG 1,91,299,359,82
val_original/ILSVRC2012_val_00020585.JPEG 280,10,499,205,16
train/n01694178/n01694178_3663.JPEG 43,17,317,254,16
train/n01694178/n01694178_3391.JPEG 34,43,266,199,16
val_original/ILSVRC2012_val_00003560.JPEG 32,166,332,396,16
train/n01694178/n01694178_3182.JPEG 80,31,320,237,16
train/n02120505/n02120505_15850.JPEG 186,59,342,298,57
train/n01592084/n01592084_6308.JPEG 57,99,469,294,7
train/n01592084/n01592084_4999.JPEG 146,116,255,395,7
train/n01592084/n01592084_9948.JPEG 13,31,335,319,7
train/n02027492/n02027492_7810.JPEG 153,99,316,196,44
train/n02027492/n02027492_34.JPEG 89,137,283,247,44
train/n01582220/n01582220_6354.JPEG 135,27,252,316,6
train/n01582220/n01582220_333.JPEG 179,160,339,242,6
train/n02027492/n02027492_10124.JPEG 1,1,499,374,44
train/n02027492/n02027492_6984.JPEG 66,130,319,416,44
train/n02027492/n02027492_2491.JPEG 160,92,387,258,44
train/n02027492/n02027492_2293.JPEG 149,171,247,239,44
train/n02443114/n02443114_16800.JPEG 151,134,226,332,81
train/n02443114/n02443114_7072.JPEG 121,1,419,256,81
train/n01728920/n01728920_7787.JPEG 101,113,411,231,21
train/n01728920/n01728920_9286.JPEG 86,83,331,310,21
train/n01665541/n01665541_2253.JPEG 54,95,371,326,13
train/n01665541/n01665541_43818.JPEG 29,211,402,352,13
train/n02492035/n02492035_12737.JPEG 283,130,434,289,92
train/n02492035/n02492035_13348.JPEG 1,125,215,498,92
train/n01728920/n01728920_7898.JPEG 56,8,446,318,21
train/n01728920/n01728920_7030.JPEG 31,1,408,251,21
train/n02443114/n02443114_719.JPEG 83,87,535,252,81
train/n02443114/n02443114_36591.JPEG 1,2,98,61,81
train/n02480855/n02480855_20238.JPEG 68,79,352,381,86
train/n02480855/n02480855_15480.JPEG 155,132,325,358,86
train/n02480855/n02480855_19174.JPEG 4,24,494,440,86
train/n02443114/n02443114_21715.JPEG 51,66,287,429,81
train/n02443114/n02443114_3129.JPEG 76,186,328,268,81
train/n02526121/n02526121_8182.JPEG 107,127,306,296,97
train/n01695060/n01695060_4478.JPEG 3,50,365,352,17
val_original/ILSVRC2012_val_00026418.JPEG 44,141,383,247,17
train/n01740131/n01740131_3465.JPEG 13,59,498,327,23
train/n01740131/n01740131_5884.JPEG 1,91,464,351,23
train/n02027492/n02027492_1506.JPEG 110,103,309,214,44
train/n02027492/n02027492_20423.JPEG 155,119,319,249,44
train/n02027492/n02027492_5069.JPEG 78,61,333,212,44
train/n02027492/n02027492_296.JPEG 29,135,398,264,44
val_original/ILSVRC2012_val_00001643.JPEG 85,288,459,465,44 74,6,271,294,44
val_original/ILSVRC2012_val_00015897.JPEG 1,42,290,266,64
train/n02129604/n02129604_15731.JPEG 53,44,459,266,64
train/n02129604/n02129604_18232.JPEG 3,56,378,424,64
train/n02066245/n02066245_13961.JPEG 108,65,391,152,47
val_original/ILSVRC2012_val_00004755.JPEG 176,123,491,230,47
val_original/ILSVRC2012_val_00012793.JPEG 91,36,352,465,93
train/n01735189/n01735189_3546.JPEG 94,36,467,332,22
train/n01735189/n01735189_14008.JPEG 113,89,499,203,22
train/n01632458/n01632458_6382.JPEG 1,42,464,340,10
train/n01695060/n01695060_14136.JPEG 38,71,453,327,17
train/n01695060/n01695060_20781.JPEG 1,59,499,374,17
train/n01695060/n01695060_14152.JPEG 45,46,499,142,17
train/n01558993/n01558993_6223.JPEG 166,78,336,418,4
train/n01558993/n01558993_2052.JPEG 76,83,369,498,4
val_original/ILSVRC2012_val_00025035.JPEG 198,24,435,329,4
train/n01558993/n01558993_3674.JPEG 132,24,465,300,4
train/n01797886/n01797886_10771.JPEG 193,56,373,302,26
train/n01537544/n01537544_316.JPEG 128,189,251,291,3
train/n02514041/n02514041_1988.JPEG 3,164,434,330,96
train/n02006656/n02006656_2777.JPEG 8,38,469,362,39
train/n02006656/n02006656_11301.JPEG 12,28,219,396,39
train/n02006656/n02006656_5442.JPEG 2,1,476,226,39
train/n02006656/n02006656_9536.JPEG 166,102,289,237,39 259,16,317,53,39
train/n01871265/n01871265_1052.JPEG 1,95,255,432,35
train/n01871265/n01871265_5478.JPEG 1,1,331,498,35
train/n01537544/n01537544_17014.JPEG 282,214,422,345,3
train/n01537544/n01537544_6254.JPEG 86,117,315,396,3
train/n01537544/n01537544_2842.JPEG 135,74,390,300,3
train/n01537544/n01537544_1127.JPEG 145,122,211,266,3
train/n02123159/n02123159_4612.JPEG 193,47,438,374,58
train/n02051845/n02051845_3289.JPEG 138,174,251,307,46
val_original/ILSVRC2012_val_00020148.JPEG 5,1,489,496,46
train/n02051845/n02051845_7276.JPEG 144,130,266,278,46
val_original/ILSVRC2012_val_00020326.JPEG 40,164,172,334,46 198,308,257,392,46 60,259,120,365,46 160,142,233,285,46 284,297,341,383,46 4,285,58,392,46 364,265,418,324,46
train/n02120505/n02120505_2008.JPEG 1,44,319,273,57
train/n02120505/n02120505_18466.JPEG 128,16,469,325,57
train/n01644373/n01644373_6820.JPEG 43,41,382,307,11
train/n02488291/n02488291_6966.JPEG 116,22,461,331,88
train/n02488291/n02488291_6243.JPEG 36,88,268,498,88
train/n02488291/n02488291_445.JPEG 1,2,302,485,88
train/n02410509/n02410509_727.JPEG 8,75,393,330,76
train/n02410509/n02410509_1570.JPEG 27,68,426,353,76
train/n01592084/n01592084_1631.JPEG 104,78,286,246,7
train/n01592084/n01592084_874.JPEG 128,79,361,459,7
train/n01592084/n01592084_6615.JPEG 1,96,459,384,7
train/n01592084/n01592084_26538.JPEG 22,160,247,465,7
train/n02494079/n02494079_4609.JPEG 1,28,331,498,93
train/n02494079/n02494079_14265.JPEG 144,98,387,316,93
train/n02397096/n02397096_576.JPEG 1,45,409,326,73
train/n01735189/n01735189_7811.JPEG 61,57,331,498,22
train/n01735189/n01735189_8520.JPEG 86,113,460,307,22
val_original/ILSVRC2012_val_00021741.JPEG 48,78,286,467,86
train/n02480855/n02480855_14441.JPEG 1,1,498,354,86
train/n02408429/n02408429_847.JPEG 240,73,358,250,75 125,64,223,225,75
train/n02408429/n02408429_1411.JPEG 226,151,282,202,75
train/n02111129/n02111129_19.JPEG 85,93,331,432,51
train/n01601694/n01601694_594.JPEG 47,109,279,314,8
train/n01601694/n01601694_4224.JPEG 69,109,209,193,8 226,71,338,188,8
train/n01601694/n01601694_10521.JPEG 351,127,485,264,8
train/n01873310/n01873310_1411.JPEG 12,9,106,71,36
train/n01873310/n01873310_13110.JPEG 13,1,134,89,36
train/n02457408/n02457408_3017.JPEG 15,1,329,495,84
train/n02457408/n02457408_11698.JPEG 17,72,194,345,84
train/n02480855/n02480855_14437.JPEG 66,76,263,303,86 144,125,384,307,86
train/n01644373/n01644373_11325.JPEG 123,36,386,298,11
train/n01644373/n01644373_11769.JPEG 41,69,473,310,11
train/n02410509/n02410509_742.JPEG 48,41,414,317,76
train/n01883070/n01883070_1974.JPEG 174,85,365,279,38
train/n01883070/n01883070_20.JPEG 103,27,309,254,38
train/n01740131/n01740131_4021.JPEG 121,114,296,228,23
train/n01740131/n01740131_9297.JPEG 194,102,517,478,23
train/n01740131/n01740131_21033.JPEG 1,1,273,204,23
train/n01740131/n01740131_10324.JPEG 1,20,499,332,23
train/n02085782/n02085782_8089.JPEG 20,10,266,274,48
train/n02086646/n02086646_2459.JPEG 2,17,293,252,48
train/n02027492/n02027492_598.JPEG 75,71,422,291,44
train/n02027492/n02027492_7522.JPEG 252,74,365,203,44
train/n02027492/n02027492_1000.JPEG 26,81,452,269,44
train/n02526121/n02526121_8016.JPEG 159,98,465,356,97 10,1,200,92,97
train/n02526121/n02526121_4964.JPEG 140,150,295,302,97
train/n01753488/n01753488_10953.JPEG 1,151,333,290,24
train/n02526121/n02526121_11670.JPEG 116,73,377,216,97
train/n02514041/n02514041_11169.JPEG 50,59,189,170,96
train/n02514041/n02514041_6620.JPEG 304,222,1011,735,96
train/n02514041/n02514041_12432.JPEG 14,89,581,485,96
train/n02397096/n02397096_6247.JPEG 67,35,377,315,73
train/n01582220/n01582220_9502.JPEG 115,95,419,437,6
train/n01440764/n01440764_7154.JPEG 45,190,401,350,0
val_original/ILSVRC2012_val_00009379.JPEG 91,207,412,339,0
train/n01440764/n01440764_6421.JPEG 59,191,418,368,0
train/n01440764/n01440764_438.JPEG 42,231,310,361,0
train/n01695060/n01695060_17615.JPEG 12,1,496,411,17
train/n01695060/n01695060_6471.JPEG 61,109,413,231,17
train/n01695060/n01695060_26125.JPEG 1,96,356,332,17
train/n01695060/n01695060_18151.JPEG 29,78,457,262,17
train/n01843065/n01843065_4702.JPEG 72,80,271,455,31
train/n02643566/n02643566_2750.JPEG 54,1,468,367,99
train/n02643566/n02643566_15823.JPEG 1,1,499,320,99
train/n02443484/n02443484_1811.JPEG 9,32,81,95,82
train/n02443484/n02443484_14438.JPEG 1,157,262,430,82
val_original/ILSVRC2012_val_00029552.JPEG 56,84,405,316,22
train/n01735189/n01735189_11753.JPEG 76,50,303,374,22
train/n01735189/n01735189_21035.JPEG 2,20,456,338,22
train/n01735189/n01735189_5908.JPEG 1,164,410,246,22
train/n02483362/n02483362_2970.JPEG 25,101,193,180,87
train/n02483362/n02483362_8394.JPEG 32,28,499,331,87
train/n02483362/n02483362_666.JPEG 180,104,324,327,87
train/n01644373/n01644373_5458.JPEG 78,38,403,410,11
train/n01644373/n01644373_4321.JPEG 196,65,371,255,11
train/n01644373/n01644373_6841.JPEG 88,37,534,404,11
train/n02480495/n02480495_19970.JPEG 129,1,435,312,85
train/n02480495/n02480495_15415.JPEG 106,72,260,333,85 80,79,499,333,85
train/n01873310/n01873310_38748.JPEG 13,91,482,208,36
val_original/ILSVRC2012_val_00004135.JPEG 14,29,201,291,61
train/n02128757/n02128757_21014.JPEG 8,9,173,142,61
train/n01753488/n01753488_11060.JPEG 1,67,445,264,24
train/n01753488/n01753488_10011.JPEG 13,68,499,322,24
train/n02129165/n02129165_20089.JPEG 15,1,119,77,63
train/n02006656/n02006656_7089.JPEG 30,36,349,230,39
val_original/ILSVRC2012_val_00029168.JPEG 45,157,313,416,39
val_original/ILSVRC2012_val_00002953.JPEG 219,68,407,200,39
train/n02006656/n02006656_7423.JPEG 1,95,327,465,39
train/n01756291/n01756291_24291.JPEG 100,44,451,308,25
train/n01756291/n01756291_6666.JPEG 1,1,53,53,25
train/n02480495/n02480495_3468.JPEG 153,97,367,210,85
train/n02480495/n02480495_15844.JPEG 1,82,373,498,85
train/n02480495/n02480495_2075.JPEG 17,48,481,284,85
train/n01582220/n01582220_703.JPEG 192,62,378,483,6
train/n01582220/n01582220_10356.JPEG 100,178,203,355,6
val_original/ILSVRC2012_val_00033150.JPEG 144,105,382,410,6
train/n02494079/n02494079_35.JPEG 7,3,269,179,93
train/n02494079/n02494079_8427.JPEG 187,69,319,331,93
train/n02494079/n02494079_8034.JPEG 5,17,272,329,93
train/n01753488/n01753488_2705.JPEG 81,36,499,274,24
val_original/ILSVRC2012_val_00025598.JPEG 39,88,469,304,24
train/n02422106/n02422106_710.JPEG 33,16,517,389,77
train/n02111129/n02111129_74.JPEG 47,19,258,409,51
train/n02437616/n02437616_12068.JPEG 93,106,330,498,79
train/n02437616/n02437616_6910.JPEG 1,1,499,376,79
train/n02130308/n02130308_13202.JPEG 1,9,496,332,65
train/n02130308/n02130308_11944.JPEG 318,153,444,270,65
train/n02128757/n02128757_19299.JPEG 1,44,475,373,61
train/n02128757/n02128757_9224.JPEG 57,51,331,498,61
train/n02128757/n02128757_9447.JPEG 17,38,166,228,61
val_original/ILSVRC2012_val_00035192.JPEG 25,24,344,198,61
train/n02494079/n02494079_4086.JPEG 192,100,499,319,93
train/n02494079/n02494079_1603.JPEG 159,89,357,374,93
train/n02494079/n02494079_4018.JPEG 145,61,311,447,93
train/n02128757/n02128757_16931.JPEG 1,35,384,498,61
train/n02128757/n02128757_2044.JPEG 1,26,498,399,61
train/n02128757/n02128757_11993.JPEG 50,72,499,277,61
train/n02128757/n02128757_1897.JPEG 1,30,635,478,61
train/n02128757/n02128757_269.JPEG 1,5,331,498,61
train/n01843065/n01843065_10968.JPEG 59,44,425,368,31
train/n01843065/n01843065_2804.JPEG 105,51,498,436,31
train/n01843065/n01843065_4400.JPEG 101,1,498,485,31
train/n01843065/n01843065_3557.JPEG 50,48,271,477,31
train/n02457408/n02457408_9112.JPEG 154,112,374,234,84
train/n02457408/n02457408_7622.JPEG 16,52,212,237,84
train/n02643566/n02643566_1027.JPEG 1,1,382,374,99
train/n02397096/n02397096_2800.JPEG 60,85,343,270,73
train/n01558993/n01558993_6220.JPEG 196,58,497,338,4
train/n01558993/n01558993_12238.JPEG 138,205,207,303,4
train/n01558993/n01558993_776.JPEG 81,118,286,447,4
val_original/ILSVRC2012_val_00030701.JPEG 125,158,419,295,4
train/n01558993/n01558993_1442.JPEG 175,153,438,340,4
train/n02457408/n02457408_1016.JPEG 145,101,279,279,84
train/n02457408/n02457408_742.JPEG 1,2,373,498,84
train/n02457408/n02457408_3785.JPEG 95,66,255,197,84
train/n02123159/n02123159_3161.JPEG 82,68,185,195,58
train/n02123159/n02123159_6923.JPEG 81,1,332,332,58
train/n02123159/n02123159_258.JPEG 84,59,476,324,58
train/n02123159/n02123159_5627.JPEG 275,60,483,423,58 17,52,305,400,58
train/n01582220/n01582220_7197.JPEG 105,103,437,253,6
train/n01582220/n01582220_7133.JPEG 179,79,403,286,6
train/n01582220/n01582220_5365.JPEG 91,16,390,327,6
val_original/ILSVRC2012_val_00032401.JPEG 91,223,495,374,25
train/n02410509/n02410509_5259.JPEG 189,167,252,228,76
train/n02410509/n02410509_1743.JPEG 11,37,366,238,76
train/n02492035/n02492035_14704.JPEG 5,111,283,335,92
train/n02492035/n02492035_1854.JPEG 165,87,313,244,92
val_original/ILSVRC2012_val_00019469.JPEG 219,126,348,211,92
train/n02492035/n02492035_6408.JPEG 60,119,266,373,92
train/n02492035/n02492035_6579.JPEG 87,59,415,373,92
train/n02422106/n02422106_2598.JPEG 1,60,304,374,77
train/n02422106/n02422106_2302.JPEG 194,49,421,317,77
train/n02066245/n02066245_9264.JPEG 44,109,174,233,47
train/n02066245/n02066245_5315.JPEG 8,145,329,191,47
val_original/ILSVRC2012_val_00025891.JPEG 14,55,499,267,47
train/n02129165/n02129165_1995.JPEG 43,91,378,327,63
train/n02129165/n02129165_11555.JPEG 219,103,404,277,63
train/n02129165/n02129165_87.JPEG 8,26,346,322,63
train/n02085620/n02085620_1731.JPEG 108,200,372,483,48
train/n02085936/n02085936_8745.JPEG 8,194,112,272,48 318,218,452,300,48
train/n02086910/n02086910_3234.JPEG 163,140,473,399,48
train/n02120505/n02120505_17852.JPEG 31,139,94,200,57
train/n02120505/n02120505_3772.JPEG 1,62,327,374,57
train/n02120505/n02120505_8246.JPEG 23,23,366,332,57
train/n02120505/n02120505_3282.JPEG 5,24,189,113,57
train/n01558993/n01558993_3623.JPEG 112,84,330,322,4
train/n01558993/n01558993_19408.JPEG 58,52,345,272,4
train/n01558993/n01558993_364.JPEG 62,95,193,458,4
train/n01665541/n01665541_16510.JPEG 27,56,401,309,13
train/n02397096/n02397096_8623.JPEG 1,1,496,331,73
train/n02129165/n02129165_12011.JPEG 59,28,361,302,63
train/n02129165/n02129165_11414.JPEG 56,120,462,244,63
train/n02129165/n02129165_25030.JPEG 6,12,195,137,63
train/n02129165/n02129165_1927.JPEG 1,1,499,276,63
train/n02120505/n02120505_3487.JPEG 27,101,499,308,57
train/n02120505/n02120505_7248.JPEG 86,138,283,250,57
train/n02120505/n02120505_2833.JPEG 1,30,386,332,57
val_original/ILSVRC2012_val_00025412.JPEG 29,47,95,81,57
train/n01735189/n01735189_13690.JPEG 108,82,453,352,22
val_original/ILSVRC2012_val_00045256.JPEG 1,94,499,345,22
train/n01735189/n01735189_11649.JPEG 117,1,499,256,22
train/n01735189/n01735189_8982.JPEG 125,106,496,262,22
train/n02437616/n02437616_12616.JPEG 1,70,423,333,79
val_original/ILSVRC2012_val_00021181.JPEG 144,32,339,332,79 370,133,499,332,79 1,156,146,332,79
train/n02437616/n02437616_7240.JPEG 1,52,310,498,79
val_original/ILSVRC2012_val_00043480.JPEG 43,0,499,374,13
train/n01665541/n01665541_10137.JPEG 42,67,496,325,13
train/n02066245/n02066245_12551.JPEG 171,65,493,217,47
train/n02066245/n02066245_6127.JPEG 59,275,490,328,47
train/n02480855/n02480855_14898.JPEG 38,46,528,768,86
train/n01753488/n01753488_2767.JPEG 33,139,598,427,24
train/n02130308/n02130308_619.JPEG 23,62,271,458,65
train/n02492035/n02492035_15922.JPEG 57,64,275,301,92 265,54,403,150,92
train/n02492035/n02492035_588.JPEG 150,136,286,280,92 159,74,313,276,92
train/n02492035/n02492035_1108.JPEG 21,183,198,377,92
train/n02086910/n02086910_16767.JPEG 32,24,440,622,48
train/n02086910/n02086910_7514.JPEG 1,24,288,291,48
train/n02086910/n02086910_990.JPEG 1,124,472,324,48
train/n02086646/n02086646_6166.JPEG 10,138,227,460,48
train/n02111129/n02111129_6622.JPEG 69,32,499,331,51
train/n02111129/n02111129_2837.JPEG 1,70,295,399,51
train/n01797886/n01797886_5524.JPEG 170,45,372,327,26
train/n01797886/n01797886_653.JPEG 242,51,365,344,26
train/n01797886/n01797886_22085.JPEG 184,7,499,363,26
train/n01883070/n01883070_401.JPEG 57,1,403,366,38
train/n01883070/n01883070_2575.JPEG 2,42,394,303,38
train/n01883070/n01883070_1523.JPEG 111,94,422,343,38
train/n01883070/n01883070_2245.JPEG 106,192,190,285,38
train/n01883070/n01883070_1185.JPEG 112,231,217,341,38
train/n01883070/n01883070_1920.JPEG 75,152,327,387,38
train/n01883070/n01883070_3333.JPEG 175,120,376,241,38
train/n01644373/n01644373_11604.JPEG 168,101,303,332,11
train/n01644373/n01644373_15306.JPEG 203,180,336,463,11
train/n01797886/n01797886_5602.JPEG 30,37,319,308,26
train/n01797886/n01797886_5578.JPEG 1,26,548,431,26
train/n01797886/n01797886_9149.JPEG 82,181,487,562,26
train/n01797886/n01797886_1017.JPEG 171,47,498,498,26
train/n02408429/n02408429_16713.JPEG 269,155,326,234,75 201,131,296,199,75
train/n02443484/n02443484_4040.JPEG 55,96,359,326,82 296,2,499,246,82
train/n02443484/n02443484_825.JPEG 13,21,299,340,82
val_original/ILSVRC2012_val_00036439.JPEG 138,205,311,367,82
train/n02129604/n02129604_9147.JPEG 1,1,498,354,64
train/n02488291/n02488291_5709.JPEG 75,143,368,385,88
train/n02488291/n02488291_5368.JPEG 1,56,365,415,88
train/n02488291/n02488291_914.JPEG 25,20,357,490,88
train/n02129604/n02129604_3352.JPEG 104,40,342,205,64
train/n02129604/n02129604_2678.JPEG 1,8,133,60,64
train/n02483362/n02483362_103.JPEG 1,9,251,299,87
train/n02483362/n02483362_4714.JPEG 135,105,421,374,87
train/n02483362/n02483362_2871.JPEG 143,42,372,498,87
train/n01537544/n01537544_10632.JPEG 69,89,242,287,3
train/n01537544/n01537544_9213.JPEG 220,118,275,172,3
val_original/ILSVRC2012_val_00027811.JPEG 136,127,432,315,3
train/n01537544/n01537544_10504.JPEG 67,93,365,220,3
train/n02480495/n02480495_27613.JPEG 1,8,80,99,85
val_original/ILSVRC2012_val_00011592.JPEG 1,26,364,498,85
train/n02480495/n02480495_21636.JPEG 150,89,323,332,85
train/n01632458/n01632458_2194.JPEG 62,1,479,343,10
train/n01632458/n01632458_4476.JPEG 23,83,364,431,10
train/n02483362/n02483362_9681.JPEG 16,48,353,498,87
train/n02483362/n02483362_12664.JPEG 1,1,499,374,87
train/n01843065/n01843065_2629.JPEG 95,97,260,471,31
train/n01843065/n01843065_5063.JPEG 98,48,232,457,31
train/n01843065/n01843065_1201.JPEG 160,108,317,309,31
train/n01843065/n01843065_4020.JPEG 86,76,361,433,31
train/n02443484/n02443484_12039.JPEG 114,101,488,374,82
train/n02443484/n02443484_2802.JPEG 38,26,194,148,82
train/n02443484/n02443484_8384.JPEG 86,45,319,187,82 28,116,317,239,82
train/n02443484/n02443484_10231.JPEG 1,32,368,493,82
train/n02480495/n02480495_1300.JPEG 159,145,237,265,85 245,165,352,292,85
train/n02480495/n02480495_6921.JPEG 112,27,307,498,85
train/n02480495/n02480495_5827.JPEG 143,57,293,228,85
train/n02480495/n02480495_5754.JPEG 245,118,280,186,85
val_original/ILSVRC2012_val_00044330.JPEG 74,117,441,452,31
train/n01843065/n01843065_4579.JPEG 172,47,393,369,31
train/n01843065/n01843065_9054.JPEG 151,70,369,335,31
train/n01843065/n01843065_411.JPEG 145,137,349,355,31
train/n01756291/n01756291_8911.JPEG 72,80,401,276,25
train/n01756291/n01756291_12960.JPEG 123,89,516,386,25
train/n01756291/n01756291_11844.JPEG 1,23,519,325,25
train/n01756291/n01756291_15786.JPEG 96,1,499,290,25
train/n01883070/n01883070_4653.JPEG 136,17,450,289,38
train/n01883070/n01883070_10534.JPEG 1,33,205,266,38
train/n02457408/n02457408_2212.JPEG 1,2,498,374,84
train/n02457408/n02457408_1820.JPEG 185,11,351,305,84
train/n02457408/n02457408_8217.JPEG 22,31,149,119,84
train/n02457408/n02457408_1506.JPEG 57,43,269,252,84
train/n02483362/n02483362_7147.JPEG 225,40,404,290,87
train/n02483362/n02483362_7789.JPEG 66,1,253,214,87
